Date,Close/Last,Volume,Open,High,Low
06/27/2025,$27.00,18629440,$27.40,$27.76,$26.74
06/26/2025,$27.15,13857770,$27.10,$27.55,$27.00
06/25/2025,$26.82,15726060,$27.53,$27.55,$26.82
06/24/2025,$27.53,19116210,$27.25,$27.8675,$27.04
06/23/2025,$26.87,17264150,$27.20,$27.625,$26.61
06/20/2025,$27.76,22582970,$28.515,$28.61,$27.52
06/18/2025,$28.50,12211630,$29.34,$29.42,$28.48
06/17/2025,$29.44,8850713,$30.45,$30.61,$29.425
06/16/2025,$30.57,10658460,$30.34,$30.57,$29.88
06/13/2025,$29.90,10271560,$29.92,$31.02,$29.79
06/12/2025,$30.14,6817248,$30.21,$30.45,$29.95
06/11/2025,$30.68,7842271,$31.06,$31.18,$30.275
06/10/2025,$30.70,10985060,$29.68,$30.885,$29.55
06/09/2025,$29.39,11394410,$28.80,$29.795,$28.78
06/06/2025,$28.55,6728350,$28.35,$28.845,$28.305
06/05/2025,$28.18,8640670,$28.51,$28.605,$27.95
06/04/2025,$28.28,8844742,$27.85,$28.33,$27.69
06/03/2025,$27.79,10557580,$27.20,$28.055,$26.49
06/02/2025,$27.20,12390490,$27.66,$27.73,$26.8544
05/30/2025,$27.74,13965340,$27.955,$28.04,$27.43
05/29/2025,$28.79,10239300,$28.84,$29.09,$28.20
05/28/2025,$28.34,7731613,$29.00,$29.09,$28.26
05/27/2025,$28.92,8763090,$28.85,$29.04,$28.69
05/23/2025,$28.32,7095222,$28.15,$28.47,$27.91
05/22/2025,$28.67,6885103,$28.54,$28.845,$28.32
05/21/2025,$28.75,8938554,$29.51,$29.67,$28.69
05/20/2025,$29.79,5576378,$30.14,$30.2856,$29.7119
05/19/2025,$30.11,5937139,$29.65,$30.22,$29.405
05/16/2025,$30.19,5872555,$29.89,$30.295,$29.53
05/15/2025,$29.90,6481018,$29.80,$29.959,$29.395
05/14/2025,$30.17,6434869,$30.68,$30.77,$30.05
05/13/2025,$30.77,8502817,$30.93,$31.22,$30.60
05/12/2025,$30.98,11832540,$31.65,$32.39,$30.94
05/09/2025,$29.48,8162752,$29.45,$29.76,$29.205
05/08/2025,$29.24,7786950,$28.74,$29.7399,$28.6585
05/07/2025,$28.45,8817769,$29.00,$29.11,$28.275
05/06/2025,$28.80,7691287,$28.89,$29.28,$28.63
05/05/2025,$28.95,9061748,$29.905,$30.00,$28.92
05/02/2025,$30.42,8619373,$30.86,$31.06,$30.21
05/01/2025,$30.53,7009550,$30.68,$30.845,$30.27
04/30/2025,$30.59,11306070,$30.215,$30.64,$29.76
04/29/2025,$30.65,9498782,$29.80,$30.715,$29.77
04/28/2025,$29.95,9347169,$30.25,$30.94,$29.71
04/25/2025,$30.02,12991600,$29.34,$30.08,$29.12
04/24/2025,$29.76,13069320,$28.52,$30.1791,$28.05
04/23/2025,$29.00,10727020,$30.06,$30.75,$28.735
04/22/2025,$29.00,8488251,$28.54,$29.35,$28.50
04/21/2025,$28.12,7745064,$28.17,$28.34,$27.71
04/17/2025,$28.15,8474932,$27.73,$28.41,$27.73
04/16/2025,$27.47,8672378,$27.70,$28.18,$27.225
04/15/2025,$27.70,12375840,$28.07,$28.76,$27.685
04/14/2025,$28.88,10448530,$29.15,$29.45,$28.26
04/11/2025,$28.43,11189060,$27.01,$28.51,$26.47
04/10/2025,$27.29,15213230,$28.80,$28.82,$26.62
04/09/2025,$29.86,19876890,$25.35,$30.14,$25.06
04/08/2025,$25.81,17050540,$29.00,$29.00,$25.32
04/07/2025,$27.52,19652880,$27.22,$29.29,$26.3284
04/04/2025,$28.20,18677460,$30.21,$30.44,$28.045
04/03/2025,$31.46,18080860,$33.48,$33.64,$31.38
04/02/2025,$34.89,5146669,$34.32,$35.17,$34.30
04/01/2025,$34.61,6446040,$34.48,$34.765,$34.0941
03/31/2025,$34.92,8477150,$34.12,$35.21,$33.93
03/28/2025,$34.36,6913670,$35.06,$35.22,$34.125
03/27/2025,$35.24,6911890,$35.00,$35.40,$34.61
03/26/2025,$35.58,5813549,$35.27,$35.78,$35.13
03/25/2025,$35.32,7217983,$36.29,$36.32,$35.225
03/24/2025,$36.29,6797417,$36.53,$36.8584,$35.97
03/21/2025,$36.17,13257720,$36.25,$36.3552,$35.8138
03/20/2025,$36.61,5406614,$36.76,$37.00,$36.50
03/19/2025,$37.19,5525055,$37.50,$37.72,$37.04
03/18/2025,$37.61,4865955,$37.77,$37.80,$37.32
03/17/2025,$37.51,5097096,$37.01,$37.785,$37.01
03/14/2025,$36.97,5991563,$36.78,$37.18,$36.66
03/13/2025,$36.23,7958431,$35.68,$37.20,$35.62
03/12/2025,$35.75,6923877,$36.80,$36.80,$35.73
03/11/2025,$36.67,6997427,$37.605,$37.70,$36.17
03/10/2025,$37.40,6310809,$37.36,$38.3636,$37.1605
03/07/2025,$37.45,8667033,$37.19,$37.62,$36.76
03/06/2025,$37.44,9128453,$37.325,$37.69,$36.725
03/05/2025,$37.78,10393250,$36.26,$38.03,$36.20
03/04/2025,$35.62,8840482,$35.89,$36.21,$35.48
03/03/2025,$36.06,10954270,$38.67,$38.69,$36.01
02/28/2025,$38.11,10056890,$37.80,$38.31,$37.62
02/27/2025,$38.43,7949636,$38.75,$38.79,$38.16
02/26/2025,$38.85,6296757,$39.54,$39.57,$38.54
02/25/2025,$39.23,6180007,$39.19,$39.57,$38.985
02/24/2025,$39.05,7411660,$39.41,$39.44,$38.895
02/21/2025,$39.51,5962877,$39.84,$40.09,$39.155
02/20/2025,$39.59,5747143,$39.00,$39.61,$38.93
02/19/2025,$38.92,6219814,$39.00,$39.39,$38.79
02/18/2025,$39.72,7612272,$38.72,$40.02,$38.69
02/14/2025,$38.67,5387676,$38.83,$39.51,$38.61
02/13/2025,$38.34,6618988,$38.37,$38.6654,$38.05
02/12/2025,$38.26,5607387,$38.38,$38.5599,$38.0532
02/11/2025,$38.63,5446481,$38.65,$38.83,$38.435
02/10/2025,$38.57,5911062,$38.90,$39.00,$38.15
02/07/2025,$38.58,5966185,$38.90,$39.025,$38.335
02/06/2025,$38.77,7610278,$38.22,$38.89,$38.19
02/05/2025,$37.95,6757382,$38.22,$38.45,$37.72
02/04/2025,$38.55,10017060,$37.58,$38.92,$37.54
02/03/2025,$37.38,14986940,$38.20,$38.30,$36.66
01/31/2025,$39.05,12726510,$38.825,$39.28,$38.41
01/30/2025,$38.55,18933250,$39.32,$39.48,$37.49
01/29/2025,$41.05,6765212,$41.23,$41.475,$40.835
01/28/2025,$41.42,6009633,$42.01,$42.174,$41.28
01/27/2025,$41.92,6182677,$41.74,$41.97,$41.275
01/24/2025,$41.37,5111964,$41.72,$41.92,$41.31
01/23/2025,$41.47,5442387,$40.95,$41.53,$40.90
01/22/2025,$40.82,5607274,$41.40,$41.465,$40.81
01/21/2025,$41.58,5583583,$41.32,$41.76,$41.15
01/17/2025,$41.04,6194813,$41.11,$41.38,$40.985
01/16/2025,$40.87,5812295,$40.33,$41.05,$40.10
01/15/2025,$40.40,5446402,$40.48,$40.77,$40.14
01/14/2025,$40.08,4516036,$39.92,$40.11,$39.66
01/13/2025,$39.67,8230615,$38.55,$39.69,$38.55
01/10/2025,$38.50,7833945,$38.72,$38.835,$38.45
01/08/2025,$38.92,6196879,$39.05,$39.11,$38.33
01/07/2025,$39.41,7248827,$39.50,$39.945,$39.155
01/06/2025,$39.75,6899427,$39.80,$40.14,$39.55
01/03/2025,$39.40,6840562,$39.65,$39.815,$39.20
01/02/2025,$39.55,7132450,$40.33,$40.60,$39.50
12/31/2024,$40.13,6867187,$39.54,$40.275,$39.43
12/30/2024,$39.44,7954887,$39.90,$39.92,$39.23
12/27/2024,$40.03,4855001,$40.12,$40.695,$39.90
12/26/2024,$40.22,5276348,$39.99,$40.365,$39.85
12/24/2024,$40.09,3784125,$39.91,$40.18,$39.43
12/23/2024,$39.97,6718744,$39.99,$40.26,$39.6825
12/20/2024,$39.94,17715600,$38.99,$40.285,$38.8503
12/19/2024,$39.10,9553498,$40.06,$40.58,$39.09
12/18/2024,$40.15,11720490,$40.85,$41.36,$40.11
12/17/2024,$40.57,9702667,$40.30,$40.946,$40.25
12/16/2024,$40.11,8419756,$40.35,$40.69,$40.04
12/13/2024,$40.86,7579972,$41.25,$41.25,$40.4345
12/12/2024,$41.28,5738747,$41.37,$41.74,$41.23
12/11/2024,$41.50,7135910,$42.19,$42.225,$41.26
12/10/2024,$42.18,7585167,$42.40,$42.565,$41.775
12/09/2024,$42.73,12855790,$43.855,$44.04,$42.42
12/06/2024,$41.99,8619963,$42.31,$42.54,$41.73
12/05/2024,$42.19,9742450,$42.79,$43.02,$41.82
12/04/2024,$42.85,10962590,$43.55,$43.62,$42.2202
12/03/2024,$43.87,9478496,$44.40,$44.49,$43.79
12/02/2024,$44.38,7611045,$44.28,$44.55,$43.77
11/29/2024,$44.21,4339591,$43.96,$44.25,$43.6533
11/27/2024,$44.64,5700962,$44.64,$45.08,$44.56
11/26/2024,$44.54,9225343,$45.48,$45.51,$44.095
11/25/2024,$45.87,9463744,$45.82,$46.3508,$45.47
11/22/2024,$45.46,5494123,$44.76,$45.54,$44.66
11/21/2024,$44.81,6158155,$43.81,$45.14,$43.6201
11/20/2024,$43.93,4808096,$43.55,$44.03,$43.33
11/19/2024,$43.65,6289722,$43.73,$44.00,$43.35
11/18/2024,$44.22,5076831,$44.16,$44.55,$44.04
11/15/2024,$44.04,9814146,$44.57,$44.83,$44.00
11/14/2024,$44.59,5542368,$45.00,$45.1331,$44.37
11/13/2024,$44.99,6000313,$44.90,$45.119,$44.70
11/12/2024,$45.04,7101288,$46.36,$46.36,$44.91
11/11/2024,$46.27,6734720,$46.40,$46.98,$46.17
11/08/2024,$46.49,12571480,$48.59,$48.59,$46.38
11/07/2024,$48.90,20309410,$48.54,$48.92,$48.02
11/06/2024,$48.35,8862773,$49.70,$49.70,$47.975
11/05/2024,$47.90,7193452,$47.80,$47.90,$47.16
11/04/2024,$47.95,14634380,$48.30,$48.68,$47.4425
11/01/2024,$48.97,4980359,$49.50,$49.72,$48.86
10/31/2024,$49.38,4835155,$49.26,$49.64,$49.165
10/30/2024,$49.34,4775741,$49.40,$50.14,$49.14
10/29/2024,$49.48,4900634,$49.84,$49.98,$49.32
10/28/2024,$50.11,6457138,$49.84,$50.15,$49.47
10/25/2024,$49.70,5889713,$50.62,$50.73,$49.69
10/24/2024,$50.99,5804601,$52.02,$52.16,$50.72
10/23/2024,$51.49,4522291,$51.73,$51.99,$51.1209
10/22/2024,$52.07,4413690,$52.24,$52.30,$51.59
10/21/2024,$52.21,3542702,$53.15,$53.19,$52.11
10/18/2024,$53.11,2395798,$53.48,$53.48,$52.82
10/17/2024,$53.08,3894068,$53.00,$53.22,$52.735
10/16/2024,$52.94,4492882,$52.60,$53.32,$52.36
10/15/2024,$52.57,4210665,$53.30,$53.56,$52.56
10/14/2024,$53.54,2736212,$53.60,$53.83,$53.33
10/11/2024,$53.78,4288595,$53.75,$54.17,$53.70
10/10/2024,$53.62,2494177,$53.42,$54.05,$53.30
10/09/2024,$53.42,3186228,$53.08,$53.72,$52.8649
10/08/2024,$53.21,4219225,$53.75,$53.95,$53.115
10/07/2024,$54.62,3096467,$55.02,$55.135,$54.225
10/04/2024,$55.34,3443973,$55.10,$55.625,$54.9101
10/03/2024,$54.50,4066274,$54.46,$54.74,$53.90
10/02/2024,$54.68,6312715,$54.68,$55.08,$54.3922
10/01/2024,$54.54,5461505,$54.57,$54.8419,$54.16
09/30/2024,$54.63,5537862,$55.14,$55.35,$53.97
09/27/2024,$55.08,5513551,$55.00,$55.67,$54.64
09/26/2024,$54.72,5672107,$53.46,$54.76,$53.435
09/25/2024,$52.84,3863191,$53.66,$53.73,$52.54
09/24/2024,$53.45,4675838,$52.69,$53.68,$52.63
09/23/2024,$52.04,5029628,$51.87,$52.24,$51.61
09/20/2024,$51.71,8465964,$52.64,$52.80,$51.30
09/19/2024,$52.89,4746735,$52.55,$53.21,$52.2601
09/18/2024,$51.64,3428119,$51.65,$52.29,$51.3176
09/17/2024,$51.51,4029570,$50.84,$51.86,$50.71
09/16/2024,$50.66,3189490,$50.31,$51.04,$50.2775
09/13/2024,$50.15,4411763,$50.40,$51.00,$50.03
09/12/2024,$50.26,5682313,$50.68,$50.91,$49.52
09/11/2024,$50.73,3717439,$50.88,$50.97,$49.76
09/10/2024,$50.82,3196475,$51.30,$51.36,$50.495
09/09/2024,$51.30,4022422,$50.73,$51.785,$50.73
09/06/2024,$50.68,4144398,$51.25,$51.71,$50.37
09/05/2024,$51.31,4509131,$51.62,$51.73,$51.03
09/04/2024,$51.58,3775990,$51.92,$52.51,$51.368
09/03/2024,$51.93,3891551,$52.72,$53.0625,$51.815
08/30/2024,$53.58,5339331,$53.19,$53.5975,$52.805
08/29/2024,$53.86,3065854,$53.91,$54.25,$53.07
08/28/2024,$53.51,2630769,$53.35,$53.7897,$53.235
08/27/2024,$53.77,3650096,$53.89,$54.12,$53.615
08/26/2024,$54.03,2823363,$54.10,$54.56,$53.93
08/23/2024,$53.53,4901569,$53.01,$54.01,$52.90
08/22/2024,$52.56,2916177,$53.11,$53.179,$52.495
08/21/2024,$52.95,2809570,$53.00,$53.12,$52.81
08/20/2024,$52.72,4391562,$53.53,$53.55,$52.54
08/19/2024,$53.65,2095976,$54.00,$54.14,$53.57
08/16/2024,$53.91,6049293,$53.74,$53.98,$53.4028
08/15/2024,$53.87,3501579,$53.56,$54.08,$53.22
08/14/2024,$52.76,2310145,$52.84,$53.02,$52.43
08/13/2024,$52.76,2379625,$52.22,$52.86,$52.21
08/12/2024,$52.22,2555281,$52.77,$52.95,$52.115
08/09/2024,$52.66,2592733,$52.57,$52.8953,$52.06
08/08/2024,$52.67,3362734,$52.49,$52.89,$52.33
08/07/2024,$52.17,4293173,$52.92,$53.65,$52.15
08/06/2024,$52.48,5549605,$51.51,$53.2503,$51.48
08/05/2024,$51.01,5124525,$50.68,$51.33,$50.40
08/02/2024,$52.01,4981187,$52.55,$52.77,$51.55
08/01/2024,$53.28,4273232,$54.68,$55.02,$52.84
07/31/2024,$54.47,5059319,$54.15,$54.91,$54.03
07/30/2024,$53.69,4401438,$52.90,$54.01,$52.90
07/29/2024,$52.86,3314605,$53.00,$53.07,$52.54
07/26/2024,$52.86,4087414,$52.87,$53.20,$52.36
07/25/2024,$52.85,6188228,$50.78,$53.24,$50.48
07/24/2024,$53.32,3761871,$54.11,$54.31,$53.28
07/23/2024,$54.07,2477717,$54.14,$54.245,$53.60
07/22/2024,$54.42,3341713,$54.08,$54.5902,$53.74
07/19/2024,$53.90,3456505,$54.83,$54.83,$53.51
07/18/2024,$54.77,3287751,$55.08,$55.97,$54.76
07/17/2024,$55.41,4386264,$54.68,$55.59,$54.6201
07/16/2024,$54.70,3730010,$53.33,$54.79,$53.17
07/15/2024,$53.27,2396182,$53.01,$53.54,$52.685
07/12/2024,$52.91,3084339,$52.83,$53.36,$52.43
07/11/2024,$52.41,3799100,$52.01,$52.77,$51.85
07/10/2024,$51.71,5481052,$51.85,$52.14,$50.98
07/09/2024,$51.58,4381186,$52.66,$52.74,$51.535
07/08/2024,$52.80,3885612,$52.50,$52.95,$52.31
07/05/2024,$52.23,3223869,$52.58,$52.76,$51.905
07/03/2024,$52.88,1905595,$52.72,$53.21,$52.65
07/02/2024,$52.71,3847124,$52.53,$52.9199,$52.22
07/01/2024,$52.63,3715617,$53.00,$53.50,$52.3499
06/28/2024,$53.05,13623110,$52.97,$53.47,$52.95
06/27/2024,$52.96,3953016,$53.31,$53.43,$52.81
06/26/2024,$53.20,4799085,$52.65,$53.245,$52.25
06/25/2024,$53.16,7056576,$54.28,$54.30,$53.06
06/24/2024,$54.62,6987506,$54.21,$54.79,$54.11
06/21/2024,$53.99,10537510,$54.10,$54.20,$53.47
06/20/2024,$54.21,8512539,$54.90,$55.00,$54.065
06/18/2024,$55.44,6081961,$55.38,$55.84,$55.10
06/17/2024,$55.23,3243761,$55.00,$55.38,$54.57
06/14/2024,$55.02,3445987,$55.52,$56.12,$54.59
06/13/2024,$56.06,2831364,$56.03,$56.31,$55.51
06/12/2024,$56.25,3990758,$56.88,$57.22,$56.045
06/11/2024,$56.15,3276345,$55.91,$56.16,$55.51
06/10/2024,$56.05,4131556,$55.48,$56.18,$55.37
06/07/2024,$55.73,4143499,$55.37,$56.275,$55.27
06/06/2024,$55.68,3463521,$55.62,$56.00,$55.43
06/05/2024,$55.69,3945277,$55.15,$55.94,$55.03
06/04/2024,$55.15,4600589,$55.57,$55.72,$55.10
06/03/2024,$56.07,4696573,$57.55,$57.59,$55.44
05/31/2024,$57.63,5920058,$56.63,$57.75,$56.591
05/30/2024,$57.39,3180411,$57.00,$57.55,$56.98
05/29/2024,$57.00,2969532,$57.50,$57.61,$56.97
05/28/2024,$58.04,2493681,$57.90,$58.365,$57.76
05/24/2024,$57.76,2675900,$57.29,$57.82,$57.28
05/23/2024,$56.92,3423516,$57.49,$57.52,$56.82
05/22/2024,$57.60,4852018,$58.52,$58.66,$57.29
05/21/2024,$58.91,2252890,$59.18,$59.29,$58.805
05/20/2024,$59.24,1915143,$59.10,$59.45,$58.80
05/17/2024,$59.19,2668713,$59.06,$59.21,$58.70
05/16/2024,$58.70,4871335,$59.04,$59.41,$58.51
05/15/2024,$59.06,3541172,$60.04,$60.19,$58.97
05/14/2024,$59.65,3516821,$59.56,$59.94,$59.515
05/13/2024,$59.36,2257733,$59.50,$59.92,$59.23
05/10/2024,$59.41,3053627,$59.69,$60.13,$59.28
05/09/2024,$59.45,4208243,$58.75,$59.59,$58.75
05/08/2024,$58.64,4950706,$57.94,$59.33,$57.94
05/07/2024,$58.36,6215160,$57.61,$59.13,$57.37
05/06/2024,$57.34,3862633,$57.26,$57.37,$56.72
05/03/2024,$57.04,2544394,$57.19,$57.43,$56.75
05/02/2024,$56.83,4453050,$57.57,$57.76,$56.3899
05/01/2024,$57.23,5102871,$57.04,$57.95,$56.43
04/30/2024,$56.90,5566023,$57.27,$57.95,$56.88
04/29/2024,$57.80,4249776,$57.23,$57.83,$57.17
04/26/2024,$57.29,5573593,$57.65,$58.21,$57.15
04/25/2024,$56.44,7082841,$57.71,$57.90,$55.06
04/24/2024,$56.98,4954674,$56.41,$57.22,$56.38
04/23/2024,$56.74,3099345,$56.65,$57.1018,$56.45
04/22/2024,$56.99,3211574,$56.62,$57.31,$56.28
04/19/2024,$56.66,3862096,$56.49,$56.92,$56.315
04/18/2024,$56.49,3856169,$57.30,$57.30,$56.04
04/17/2024,$56.82,2815378,$57.17,$57.36,$56.67
04/16/2024,$56.86,3098033,$56.98,$57.12,$56.64
04/15/2024,$57.32,3885266,$58.23,$58.67,$56.915
04/12/2024,$57.69,3788281,$58.12,$58.62,$57.56
04/11/2024,$58.46,3432099,$58.96,$59.00,$58.29
04/10/2024,$58.85,4251898,$59.21,$59.64,$58.37
04/09/2024,$59.87,3574823,$59.95,$60.25,$59.4825
04/08/2024,$59.52,3775901,$59.95,$60.19,$59.15
04/05/2024,$59.69,3862415,$59.99,$59.99,$59.09
04/04/2024,$59.86,5382144,$60.41,$60.69,$59.645
04/03/2024,$59.99,4943209,$59.38,$60.28,$59.38
04/02/2024,$59.29,6330211,$58.33,$59.375,$58.0113
04/01/2024,$58.26,3827288,$57.86,$58.34,$57.41
03/28/2024,$57.93,4064553,$58.20,$58.44,$57.80
03/27/2024,$58.14,5126900,$57.56,$58.16,$57.43
03/26/2024,$57.07,3621593,$57.67,$57.69,$57.06
03/25/2024,$57.39,3422417,$57.77,$57.85,$57.28
03/22/2024,$57.68,3375990,$57.99,$58.21,$57.58
03/21/2024,$57.93,5870747,$58.50,$58.62,$57.555
03/20/2024,$58.17,7789651,$56.57,$58.71,$56.38
03/19/2024,$56.76,6782690,$56.71,$57.05,$56.415
03/18/2024,$56.74,7409071,$57.40,$57.41,$56.559
03/15/2024,$57.04,20629640,$57.35,$57.80,$56.94
03/14/2024,$57.32,6871552,$57.66,$57.91,$56.925
03/13/2024,$57.97,7650618,$57.86,$58.74,$57.60
03/12/2024,$57.68,4048535,$57.64,$57.86,$57.16
03/11/2024,$57.43,4438489,$56.69,$57.795,$56.55
03/08/2024,$56.61,4723658,$57.10,$57.69,$56.57
03/07/2024,$56.94,4568758,$57.37,$57.655,$56.56
03/06/2024,$56.86,4840148,$57.95,$58.10,$56.351
03/05/2024,$56.98,6093430,$56.62,$57.74,$56.62
03/04/2024,$57.02,7042209,$55.53,$57.16,$55.48
03/01/2024,$55.77,4651350,$55.87,$56.23,$55.61
02/29/2024,$55.88,6733585,$55.19,$56.04,$54.97
02/28/2024,$55.10,4432765,$55.47,$55.69,$55.01
02/27/2024,$56.27,3912951,$56.37,$56.56,$55.9507
02/26/2024,$56.07,3741571,$56.14,$56.48,$55.85
02/23/2024,$56.39,4414203,$56.03,$56.82,$56.00
02/22/2024,$56.00,5088582,$55.75,$56.185,$55.66
02/21/2024,$55.75,4067170,$54.84,$55.83,$54.76
02/20/2024,$54.71,4493926,$54.79,$55.45,$54.4465
02/16/2024,$55.48,5060894,$55.13,$55.955,$54.96
02/15/2024,$55.17,4500494,$53.91,$55.38,$53.84
02/14/2024,$53.58,3766535,$53.49,$53.89,$53.23
02/13/2024,$53.18,5105470,$54.00,$54.27,$52.60
02/12/2024,$54.79,5262776,$54.00,$55.28,$53.85
02/09/2024,$53.99,3897487,$53.79,$54.12,$53.555
02/08/2024,$53.88,3554351,$54.17,$54.2003,$53.50
02/07/2024,$54.09,3455830,$54.25,$54.39,$53.70
02/06/2024,$54.04,5213086,$53.22,$54.15,$53.05
02/05/2024,$53.16,5482053,$52.54,$53.539,$52.36
02/02/2024,$53.42,5720251,$53.09,$53.7563,$52.49
02/01/2024,$53.54,5039993,$53.91,$54.01,$52.67
01/31/2024,$53.60,5472130,$54.50,$54.56,$53.58
01/30/2024,$54.47,4641015,$53.60,$54.535,$53.50
01/29/2024,$54.07,3742436,$54.17,$54.22,$53.41
01/26/2024,$54.06,5240823,$55.00,$55.295,$53.7563
01/25/2024,$54.94,7240758,$54.76,$55.13,$53.77
01/24/2024,$53.09,6016941,$53.72,$54.13,$53.03
01/23/2024,$53.91,4668132,$54.00,$54.455,$53.745
01/22/2024,$53.56,5615698,$52.72,$53.62,$52.55
01/19/2024,$52.81,4171456,$52.69,$52.9974,$52.12
01/18/2024,$52.60,4230478,$52.58,$52.73,$52.10
01/17/2024,$52.47,3469229,$52.33,$52.62,$52.04
01/16/2024,$53.10,5962760,$53.37,$53.39,$52.27
01/12/2024,$53.37,3673569,$54.02,$54.16,$53.015
01/11/2024,$53.64,4497368,$53.24,$53.67,$52.74
01/10/2024,$53.38,4062185,$53.65,$53.93,$53.045
01/09/2024,$53.94,4287002,$54.59,$54.59,$53.78
01/08/2024,$55.08,3966156,$54.68,$55.14,$54.39
01/05/2024,$54.82,3796499,$54.03,$55.03,$53.98
01/04/2024,$54.19,4579650,$54.60,$54.99,$54.045
01/03/2024,$54.63,4119952,$54.85,$55.08,$53.95
01/02/2024,$55.33,3533532,$54.74,$55.68,$54.585
12/29/2023,$54.84,2271489,$55.10,$55.26,$54.68
12/28/2023,$55.23,2172573,$55.59,$55.7004,$55.16
12/27/2023,$55.71,2535311,$55.69,$55.8579,$55.47
12/26/2023,$55.71,2266180,$55.21,$55.895,$55.12
12/22/2023,$55.12,2341994,$55.09,$55.66,$54.85
12/21/2023,$54.97,2653927,$55.01,$55.20,$54.48
12/20/2023,$54.58,4953500,$54.78,$55.35,$54.57
12/19/2023,$54.92,3796922,$54.47,$55.02,$54.40
12/18/2023,$54.25,3219199,$54.75,$54.83,$54.00
12/15/2023,$54.24,9910007,$53.56,$54.38,$53.12
12/14/2023,$54.23,7892923,$52.88,$54.45,$52.75
12/13/2023,$52.33,4774217,$50.55,$52.405,$50.46
12/12/2023,$50.82,4350494,$51.28,$51.3623,$50.59
12/11/2023,$51.28,3582664,$50.87,$51.52,$50.76
12/08/2023,$50.92,3664115,$51.04,$51.78,$50.90
12/07/2023,$51.07,2822882,$51.11,$51.2653,$50.615
12/06/2023,$50.89,3603767,$51.44,$51.73,$50.7701
12/05/2023,$51.14,4691247,$51.74,$51.855,$50.97
12/04/2023,$52.10,6354711,$52.27,$52.77,$51.97
12/01/2023,$52.30,4274011,$51.80,$52.62,$51.57
11/30/2023,$51.75,4649814,$51.50,$51.88,$51.23
11/29/2023,$51.33,3551666,$50.99,$51.97,$50.97
11/28/2023,$51.69,6376948,$51.20,$51.97,$50.595
11/27/2023,$51.12,3896244,$51.40,$51.60,$51.02
11/24/2023,$51.67,1679728,$51.56,$51.94,$51.45
11/22/2023,$51.40,3139796,$51.75,$51.7801,$51.10
11/21/2023,$51.73,2840792,$51.69,$51.85,$51.455
11/20/2023,$51.68,3761510,$51.67,$51.89,$51.36
11/17/2023,$51.70,3306157,$51.88,$51.88,$51.25
11/16/2023,$51.44,5034303,$51.47,$51.65,$50.87
11/15/2023,$51.53,5032481,$51.19,$51.90,$50.87
11/14/2023,$51.05,4849038,$50.00,$51.49,$49.93
11/13/2023,$49.24,3161041,$49.13,$49.52,$48.905
11/10/2023,$49.48,3825237,$48.54,$49.68,$48.51
11/09/2023,$48.36,3340916,$48.75,$48.78,$48.2402
11/08/2023,$48.30,4133433,$48.54,$48.62,$47.78
11/07/2023,$48.53,5172694,$48.71,$48.87,$48.24
11/06/2023,$49.34,3641136,$49.73,$49.80,$49.14
11/03/2023,$49.73,3743982,$49.44,$50.075,$49.44
11/02/2023,$48.99,3741744,$48.58,$49.09,$48.51
11/01/2023,$48.21,4703010,$48.24,$48.425,$47.60
10/31/2023,$48.34,4660496,$48.39,$48.795,$48.11
10/30/2023,$48.34,3698613,$48.66,$49.05,$47.995
